Matt Lyons,Flesh Eater Courts,8 Dec 2019,61.47292511447229
Stuart Mann,Gloomspite Gitz,8 Dec 2019,59.746651026346356
Jon Askham,Legion of Azgorh,8 Dec 2019,58.00115695586028
Padds Paddon,Mawtribes,8 Dec 2019,56.239778385194114
Liam Hall,Ossiarch Bonereapers,8 Dec 2019,54.46594533220974
Tom Bunnell,Big Waaagh,8 Dec 2019,52.683162339888376
Craig Reead,Ironjawz,8 Dec 2019,50.894987723043606
Myles Mulkerrins,Big Waaagh,8 Dec 2019,49.105012276956394
Jon Cann,Mawtribes,8 Dec 2019,47.31683766011162
Adam Connors,Legion of Grief,8 Dec 2019,45.53405466779025
Josh Cann,Maggotkin of Nurgle,8 Dec 2019,43.760221614805886
Matthew Arnold,Flesh Eater Courts,8 Dec 2019,41.99884304413972
Daniel Parker,Gloomspite Gitz,8 Dec 2019,40.253348973653644
William Morris,Gloomspite Gitz,8 Dec 2019,38.5270748855277
Jr Courtney,Stormcast Eternals,8 Dec 2019,36.82324265271257
James Eveleigh,Gloomspite Gitz,8 Dec 2019,35.144942583694906
Matthew Ainge,Flesh Eater Courts,8 Dec 2019,33.495116751474924
Steve Hursell,Mawtribes,8 Dec 2019,31.876543755123425
Lewis Fitzgerald,Ironjawz,8 Dec 2019,30.291825042927993
Jay Norman,Sylvaneth,8 Dec 2019,28.743372905290354
Tim Pearce,Stormcast Eternals,8 Dec 2019,27.233400223556004
Richard Hicks,Blades of Khorne,8 Dec 2019,25.763912038215196
Matthew Croad,Stormcast Eternals,8 Dec 2019,24.336698976787357
Claire Hawken,Daughters of Khaine,8 Dec 2019,22.953332558565798
Wayne Rendell,Ironjawz,8 Dec 2019,21.615162370622915
Fraser Jenkings,Gloomspite Gitz,8 Dec 2019,20.32331508740919
Dave Perks,Sylvaneth,8 Dec 2019,19.07869528525107
Chris Caves Jr,Orruk Warclans,30 Nov 2019,79.17476067118912
Rob Wright,Skaventide,30 Nov 2019,77.33726476231317
Richard Flood,Hedonites of Slaanesh,30 Nov 2019,75.41161496197387
Nathan Sandison,Ossiarch Bonereapers,30 Nov 2019,73.40144709512995
Stephen Mitchell,Order,30 Nov 2019,71.31122981836349
Shane Ford,Cities of Sigmar,30 Nov 2019,69.14624612740131
Chris Archibald,Idoneth Deepkin,30 Nov 2019,66.91256119591208
Donal Taylor,Mawtribes,30 Nov 2019,64.61697666727237
Chris Caves Snr,Orruk Warclans,30 Nov 2019,62.266971847015704
Will O'Siorain,Idoneth Deepkin,30 Nov 2019,59.87063256829237
Richard Eddon,Orruk Warclans,30 Nov 2019,57.436568815589716
Jay Kinsella,Blades of Khorne,30 Nov 2019,54.97382248301129
Neil Montgomery,Hedonites of Slaanesh,30 Nov 2019,52.49176690292472
Craig Morrow,Skaventide,30 Nov 2019,50.0
Ken Chambers,Flesh Eater Courts,30 Nov 2019,47.508233097075276
