308,James Eveleigh,-11.8
309,Shaun Lang,-12.1
310,Matt Robertson,-12.2
311,Luke Evans,-12.3
312,Nicky Martin,-12.4
313,Chris Ashworth,-12.5
314,Richard Morley,-12.6
315,Sean McKechnie,-12.9
316,Neil Samuels,-13.0
317,Wayne Rendell,-13.3
318,Alex Piper,-13.4
319,Mikey Gilson,-13.7
320,Andrew Stephen,-13.7
321,Kane Holloway,-14.1
322,Paul Whitehead,-14.3
323,Angus Brain,-14.4
324,Matt Willis,-14.4
325,Hugh Wilson,-14.7
326,Andrew Hodges,-14.8
327,Heath Barnes,-15.0
328,Gary Pollock,-15.1
329,Samuel Pett,-15.2
330,Dan Hughes,-15.6
331,John Dorrian,-15.9
332,Stuart Hodges,-15.9
333,Michael Browning,-16.3
334,Thomas Blaxall,-16.3
335,Stephen Smith,-16.4
336,Craig Carlton,-16.4
337,Hamid Khabbazan,-16.7
338,Jake Powis,-16.8
339,Paul Marshallsay,-16.9
340,Alessandro Leto,-17.0
341,Anthony Poole,-17.1
342,Stuart Hastings,-17.2
343,Francis Arthur,-17.4
344,Tom Holmes,-17.5
345,Emyr Rice,-17.8
346,Jason Hodgekinson,-17.9
347,Chris Archibald,-17.9
348,Stuart Millar,-18.1
349,Jack McQuiggin,-18.2
350,Duncan Woods,-18.2
351,Nick Pilgrim,-18.2
352,Will Pollock,-18.3
353,Michael Wills,-18.7
354,Matthew Ward,-19.0
355,David Ellis,-19.3
356,Ian Marley,-19.3
357,Hayden McMurray,-19.5
358,Sam Parish,-19.8
359,Simon Froley,-20.1
360,Paul Haley,-20.2
361,Josh Cann,-20.5
362,Joseph Carr,-20.8
363,Martyn Furnival,-20.9
364,Gareth Parfitt,-21.0
365,Ian Tong,-21.3
366,Ben Booker,-21.3
367,Mark Saunders,-21.3
368,Travis Kelly,-21.8
369,Kyle Staton,-22.1
370,Richard Nutter,-22.2
371,Owen Farmer,-22.5
372,Keith Baggott,-22.6
373,Ian Ralph,-22.8
374,Lyndon Sinclair,-22.9
375,Tom Bridges,-22.9
376,Ethan Leach,-23.1
377,Jamie White,-23.1
378,Mat Wetton,-23.7
379,Alex Johnson,-23.8
380,Evan White,-24.3
381,Jane Slater,-24.3
382,Scott Smith,-24.8
383,Tim Martin,-25.1
384,Alex McGee,-25.1
385,Dave Roberts,-25.4
386,Tom Hewitt,-25.4
387,Tim Bland,-25.5
388,Matt Robinson,-25.6
389,Richard Taylor,-25.7
390,John Greene,-26.0
391,Jamie Muscroft,-26.0
392,Tom Bailey,-26.1
393,Rory Searles,-26.3
394,Pete Bradley,-26.4
395,Seb Donley,-26.4
396,Matthew Walker,-27.0
397,Chris Nellis,-27.1
398,William Philpott,-27.2
399,Ben Price,-27.2
400,Jon Kerr,-27.2
401,Lewis Sloan,-27.5
402,Ross Howard,-27.8
403,Richard Strachan,-27.9
404,Ben Bailey,-27.9
405,Thomas Hamilton,-28.0
406,William Morris,-28.2
407,Carl Smith,-28.3
408,Reece West,-28.4
409,Tom Landy,-28.5
410,Simon Finch,-28.6
411,Chris Elliot,-28.8
412,Callum Watson,-28.9
413,Andy Hall,-29.0
414,Kevin Grimes,-29.1
415,Dan Long,-29.1
416,Matthew Brasier,-29.4
417,Eddie Alcock,-29.7
418,Rob Boyce,-29.7
419,Daniel Elkington,-29.7
420,Ned Brown,-30.0
421,Dave Knatt,-30.0
422,Toby Doyle,-30.3
423,Des Brennan,-30.4
424,Daniel Harston,-30.5
425,Garry Marshall,-30.6
426,Jack Carruthers,-30.6
427,Mark Pinnington,-30.9
428,David Jennings,-31.0
429,Tom Gilboy,-31.5
430,Lee Whitely,-31.6
431,Steve Wren,-32.0
432,Barry White,-32.0
433,Steven Johnston,-32.6
434,Lewis Fitzgerald,-32.7
435,Colin Mather,-33.0
436,Matt Sharp,-33.2
437,Shane Kingston,-33.3
438,Sam Elgar,-33.7
439,Graeme Davidson,-33.9
440,Jack Davenport,-33.9
441,Iain Hunter,-34.0
442,Samuel Green,-34.1
443,Matthew Ainge,-34.2
444,Grant Fraser,-34.6
445,Gabriele Sosso,-35.1
446,Gareth Ravenscroft,-35.5
447,Hugh Wyeth,-36.2
448,Karl Wadley,-36.5
449,Joshua Richards,-36.9
450,Christine Coram,-36.9
451,Dave Perks,-37.0
452,Thomas Lawler,-37.1
453,Patrick O'Sullivan,-37.2
454,Matthew Austen,-37.9
455,Jack Burbidge,-37.9
456,James Thompson,-38.2
457,Matt Dawson,-38.4
458,Ben Richards,-38.4
459,Phillip Jenkins,-38.5
460,Erik Bews,-38.6
461,Kevin Mossman,-38.6
462,Chris White,-38.9
463,Dan Barwick,-39.6
464,Raja Brothwood,-40.5
465,Katalin Fekete,-40.7
466,Miles Hewitt,-41.7
467,Keith Winquist,-42.1
468,Josh Richardson,-42.1
469,Gavin Dorrigan,-42.3
470,Dylan Usher,-42.5
471,Kieron Allender,-42.6
472,Sam Freeman,-44.4
473,Kev Harrington,-44.5
474,Keith Ball,-46.6
475,Lee Downes,-46.7
476,Johnny Armstrong,-47.7
477,Alun Haines,-48.3
478,Pete Allison,-49.1
479,Andy Campbell,-50.4
480,Robert Dahm,-51.3
481,Martin Laughlin,-52.0
482,Dan Buchanan,-53.8
